ticker,date,avg_sentiment_vader,tweet_count,weighted_score_vader
TSLA,2020-09-09,0.09807551158021907,49,4.805700067430735
HD,2020-09-11,0.051600001752376556,1,0.051600001752376556
NFLX,2020-09-21,0.038600001484155655,2,0.07720000296831131
TSLA,2020-11-04,-0.07702222300900353,9,-0.6932000070810318
NFLX,2020-07-07,0.5759000182151794,1,0.5759000182151794
DIS,2020-01-09,0.24695000052452087,2,0.49390000104904175
PG,2020-05-07,0.5777000188827515,1,0.5777000188827515
PFE,2020-11-16,0.27114999294281006,2,0.5422999858856201
HD,2020-06-11,0.2967500016093254,2,0.5935000032186508
CVX,2020-08-21,0.6808000206947327,1,0.6808000206947327
BKNG,2020-11-12,0.1761000007390976,1,0.1761000007390976
TSLA,2020-11-26,0.15787999629974364,5,0.7893999814987183
FB,2020-03-04,0.0,1,0.0
BA,2020-12-09,-0.7778000235557556,1,-0.7778000235557556
WMT,2020-07-17,0.4575999975204468,1,0.4575999975204468
UNH,2020-01-14,0.0,1,0.0
GOOG,2020-01-22,0.45879998803138733,1,0.45879998803138733
BABA,2020-01-30,-0.48350000381469727,2,-0.9670000076293945
AAPL,2020-02-20,0.3260333389043808,3,0.9781000167131424
GOOG,2020-02-28,-0.4018999934196472,1,-0.4018999934196472
DIS,2020-03-17,-0.005342856581721987,7,-0.03739999607205391
WMT,2020-05-05,0.42149999737739563,1,0.42149999737739563
NFLX,2020-05-13,0.25,1,0.25
TSLA,2020-06-18,0.10502222511503431,9,0.9452000260353088
FB,2020-06-26,0.21901428699493408,7,1.5331000089645386
TSLA,2020-07-08,-0.1483818211338737,11,-1.6322000324726105
AAPL,2020-09-03,0.19280869351780933,23,4.434599950909615
AAPL,2020-09-19,0.1104999989271164,5,0.552499994635582
TSLA,2020-12-14,0.0,4,0.0
GOOGL,2020-01-17,0.3181999921798706,1,0.3181999921798706
TSLA,2020-04-30,0.10571428548012461,14,1.4799999967217445
AAPL,2020-05-30,0.599399983882904,1,0.599399983882904
WMT,2020-06-11,0.7645000219345093,1,0.7645000219345093
FB,2020-08-08,0.0,1,0.0
WMT,2020-08-17,-0.025800000876188278,1,-0.025800000876188278
BABA,2020-11-03,0.2166200041770935,5,1.0831000208854675
WMT,2020-11-13,-0.1550000011920929,5,-0.7750000059604645
AAPL,2020-11-30,0.237812505569309,8,1.902500044554472
JNJ,2020-12-04,0.3612000048160553,1,0.3612000048160553
AMZN,2020-03-27,0.04324999451637268,2,0.08649998903274536
NVDA,2020-04-01,0.0,1,0.0
AMZN,2020-02-14,-0.19089999794960022,2,-0.38179999589920044
NVDA,2020-02-19,0.2328999973833561,4,0.9315999895334244
NKE,2020-03-16,0.49390000104904175,1,0.49390000104904175
FB,2020-03-19,0.0,1,0.0
AAPL,2020-08-01,0.23131999373435974,5,1.1565999686717987
FB,2020-08-07,-0.121799997985363,5,-0.608999989926815
TSLA,2020-09-16,0.21112941074020722,34,7.178399965167046
MSFT,2020-10-10,-0.12800000607967377,1,-0.12800000607967377
FB,2020-10-29,-0.17790000140666962,1,-0.17790000140666962
NFLX,2020-12-02,0.0,1,0.0
NVDA,2020-12-30,0.3612000048160553,1,0.3612000048160553
PFE,2020-12-18,0.4767000079154968,1,0.4767000079154968
DIS,2020-01-07,-0.7782999873161316,1,-0.7782999873161316
MCD,2020-02-26,-0.4767000079154968,1,-0.4767000079154968
AAPL,2020-04-08,0.00726667046546936,3,0.02180001139640808
MSFT,2020-04-28,-0.44066665569941205,3,-1.321999967098236
CCL,2020-04-29,0.08814999461174011,2,0.17629998922348022
MSFT,2020-06-02,-0.07720000296831131,1,-0.07720000296831131
TSLA,2020-06-20,0.0,1,0.0
CCL,2020-07-15,-0.1615999899804592,3,-0.48479996994137764
AAPL,2020-08-30,0.3569399952888489,5,1.7846999764442444
